customer_id,age,gender,country,session_duration,pages_viewed,products_viewed,cart_items,purchases,total_spent,last_login_days,preferred_device,membership,churn
1249,50,Female,Germany,34.549085999526746,7,14,1,4,279.3971356062408,18,Mobile,Basic,0
1250,40,Male,USA,14.524950399477722,22,1,4,4,276.79422960765163,56,Mobile,Premium,0
1251,45,Female,Ghana,30.79182187569627,47,10,7,0,158.83288151548464,35,Mobile,Basic,1
1252,49,Male,UK,31.5744230683875,4,7,3,3,126.41171608867191,14,Desktop,Basic,0
1253,24,Female,UK,26.190698817875074,32,18,4,0,172.9261633493377,16,Desktop,Basic,0
1254,46,Female,Ghana,33.133110128563715,19,12,9,4,279.24837038911005,12,Desktop,Premium,0
1255,25,Male,Germany,32.77424575745607,45,2,4,1,105.61001268493916,11,Mobile,Basic,0
1256,18,Male,UK,29.09124763137033,33,18,2,1,94.79150921424241,2,Mobile,Premium,0
1257,20,Male,Canada,19.957283219866802,1,7,5,2,54.897534038530466,33,Mobile,Basic,0
1258,41,Male,Canada,29.733790476998674,46,12,4,3,99.51271427800668,13,Mobile,Premium,0
1259,40,Female,USA,48.66930927674413,41,14,1,2,136.87290595904904,30,Desktop,Premium,0
1260,25,Female,Ghana,26.076929709843075,44,10,9,2,209.9596076344509,26,Desktop,Basic,0
1261,64,Male,Ghana,40.47305458176007,41,9,3,1,107.8820257198731,50,Mobile,Basic,0
1262,54,Male,UK,30.38857020567621,8,15,3,0,252.95585381304645,18,Mobile,Premium,0
1263,20,Female,Germany,21.992710246636413,32,10,6,2,203.60553718825562,13,Mobile,Premium,0
1264,50,Male,Ghana,27.034033017806195,30,19,6,2,36.570327526325116,4,Mobile,Premium,0
1265,45,Female,UK,29.831296262918986,46,19,8,3,198.51811677581574,59,Desktop,Basic,0
1266,64,Male,UK,36.55211466278905,28,12,9,1,211.32253698016717,33,Mobile,Basic,0
1267,25,Female,Ghana,53.80045448819329,41,12,1,0,353.32025653746643,15,Desktop,Basic,0
1268,51,Female,UK,30.546646060142734,32,9,5,3,219.36256516849605,17,Mobile,Basic,0
1269,52,Female,USA,17.691407687084432,25,4,1,0,58.45839341609786,6,Mobile,Basic,0
1270,49,Female,USA,13.454225987218159,34,1,8,0,218.36746954260633,5,Mobile,Basic,0
1271,41,Female,Ghana,25.782154306717338,33,16,1,2,213.952699884887,33,Mobile,Basic,0
1272,31,Male,Germany,18.719121000167128,13,1,5,3,248.3931061746855,54,Mobile,Premium,0
1273,49,Female,USA,35.57906297539264,25,13,7,2,410.95574692634716,16,Mobile,Premium,0
1274,63,Male,USA,35.65255723506415,42,3,5,4,157.074345128437,46,Mobile,Basic,0
1275,60,Female,Ghana,28.54024567692313,40,12,2,0,147.79009892489108,24,Mobile,Basic,0
1276,33,Female,Canada,36.57386437899604,39,9,4,3,237.5260793498387,5,Desktop,Basic,0
1277,21,Male,UK,30.64759347769202,44,4,3,1,346.0450948126477,3,Mobile,Premium,0
1278,54,Male,USA,48.675737953683566,49,2,0,2,253.6836837276544,35,Mobile,Premium,0
1279,38,Male,Canada,36.261249463550335,44,9,4,4,172.5886638467139,27,Mobile,Basic,0
1280,31,Male,Germany,38.956170761482696,48,13,9,4,278.78877107766954,12,Desktop,Premium,0
1281,48,Female,Canada,15.518725891797615,10,14,4,4,343.50863107324875,50,Desktop,Basic,0
1282,35,Male,Ghana,18.287645527707618,31,3,6,2,138.49685743659268,41,Mobile,Premium,0
1283,24,Female,Germany,34.78838426104473,44,18,6,1,119.9450673784971,25,Mobile,Basic,0
1284,27,Male,Germany,14.5077649179367,11,9,1,3,204.46905079148192,55,Desktop,Premium,0
1285,24,Male,Canada,23.75524157124898,25,15,3,0,224.09189072375614,17,Desktop,Basic,0
1286,50,Female,Ghana,41.79412613088388,46,10,0,1,310.72451018612094,49,Desktop,Premium,0
1287,40,Female,USA,23.54144200294538,45,17,4,2,162.49836821657854,20,Mobile,Premium,0
1288,38,Male,Canada,17.902672937128894,34,13,4,3,232.15031893007722,28,Mobile,Basic,0
1289,36,Female,USA,36.67543311305815,20,1,3,0,324.55190479892667,50,Desktop,Basic,1
1290,36,Female,Canada,50.735322460408455,7,11,9,3,217.91831217224168,35,Desktop,Basic,0
1291,53,Female,USA,21.91354843137462,33,5,6,0,168.38256994132922,50,Mobile,Premium,1
1292,46,Female,Canada,42.240257981428364,35,9,5,0,245.61576444185513,15,Mobile,Basic,0
1293,35,Female,Germany,20.668250334354617,29,7,9,4,173.5709037396312,33,Mobile,Basic,0
1294,19,Female,UK,28.875322188929868,12,7,2,2,227.009742619731,3,Mobile,Basic,0
1295,18,Female,Germany,29.308670602988535,5,2,1,1,185.0873318488755,7,Desktop,Basic,0
1296,64,Female,USA,22.180182599180338,12,19,3,4,188.45290187841508,10,Mobile,Premium,0
1297,22,Male,Ghana,38.75395311548138,29,18,8,4,167.7721214131858,41,Mobile,Basic,0
1298,37,Female,Germany,14.602790894758948,35,10,9,3,154.10346506868547,26,Desktop,Basic,0
1299,28,Male,UK,31.950476101590787,20,5,4,0,279.51872724358395,41,Mobile,Premium,1
1300,59,Female,USA,40.74164578192928,37,16,0,0,215.1981153019861,40,Desktop,Basic,1
1301,19,Female,Germany,37.92163469244204,1,5,2,3,301.90442842247677,6,Desktop,Basic,0
1302,20,Female,Canada,34.912150607856574,16,15,8,2,19.96884053937123,33,Mobile,Basic,0
1303,40,Female,Ghana,45.852993932013376,30,16,6,0,158.41545374785883,16,Mobile,Basic,0
1304,29,Male,USA,27.803826329193143,9,4,2,4,140.74496298172528,24,Desktop,Basic,0
1305,37,Male,Germany,14.75273851383276,42,14,0,4,179.68422012194455,56,Desktop,Basic,0
1306,22,Female,USA,31.352068855719534,10,17,3,0,117.44018360562833,30,Mobile,Basic,0
1307,54,Male,Canada,28.742376894453095,13,17,8,0,71.41832835149569,57,Mobile,Premium,1
1308,55,Female,UK,8.841794289601381,48,16,6,2,253.78037192024755,10,Mobile,Premium,0
1309,47,Female,Germany,18.748987394916128,20,9,4,0,152.54358992644853,11,Desktop,Basic,0
1310,26,Male,USA,17.47373963683046,29,2,5,2,244.45271134856333,44,Mobile,Basic,0
1311,51,Male,USA,21.85467074487151,4,11,0,4,105.73531118278314,22,Desktop,Premium,0
1312,61,Female,USA,26.488257359013073,46,15,6,2,69.11931366789912,3,Mobile,Basic,0
1313,52,Female,UK,26.87126038795608,49,3,4,0,219.29802134521273,38,Desktop,Premium,1
1314,39,Male,USA,22.21195271396611,28,16,6,1,250.6146701575183,40,Desktop,Premium,0
1315,61,Female,Ghana,17.46061458766328,37,19,4,0,150.75561330418128,23,Desktop,Basic,0
1316,41,Male,Ghana,33.774517087590766,13,6,4,1,118.63420391776584,45,Mobile,Premium,0
1317,34,Female,USA,31.165718612226808,3,14,2,4,299.94180913467835,56,Mobile,Premium,0
1318,27,Female,Ghana,31.466714986570413,37,5,4,3,195.42174191790352,19,Desktop,Basic,0
1319,47,Male,Germany,47.790112193342296,48,5,7,4,120.14991879260664,40,Mobile,Basic,0
1320,63,Male,Ghana,31.62874053539786,19,6,7,4,80.23259210946144,53,Desktop,Basic,0
1321,40,Male,USA,26.333422277195005,28,18,1,4,144.9265378968427,55,Desktop,Basic,0
1322,49,Female,Canada,28.941940075788285,19,18,0,2,168.4542992733007,13,Desktop,Basic,0
1323,34,Female,Germany,30.98819221179584,17,19,1,4,261.02883875444223,36,Desktop,Basic,0
1324,34,Female,UK,36.15793348211364,18,2,6,3,198.66454083723315,3,Mobile,Basic,0
1325,31,Female,USA,29.552795731573593,18,17,2,0,189.16088469188034,22,Mobile,Basic,0
1326,26,Male,UK,10.570790994842138,23,1,7,1,126.77113905251194,25,Mobile,Basic,0
1327,57,Female,Canada,25.632518767507733,40,9,3,4,310.46286293576134,20,Mobile,Basic,0
1328,19,Female,UK,30.014931753634535,9,13,9,1,278.11892102230445,28,Desktop,Basic,0
1329,62,Female,USA,43.04201565651648,29,4,9,4,271.73595914056534,57,Desktop,Premium,0
1330,42,Male,USA,22.14104354053614,42,5,7,2,195.13170538063952,3,Desktop,Premium,0
1331,56,Female,Canada,13.647391393793711,29,18,1,1,232.08190397328477,22,Mobile,Premium,0
1332,26,Female,USA,30.643772065607248,2,10,4,4,-6.003107549433224,44,Mobile,Basic,0
1333,39,Male,Canada,38.662369215087125,17,4,5,4,216.1957449302498,37,Mobile,Basic,0
1334,60,Female,Canada,26.065770585976043,45,13,0,3,353.8305355770431,57,Desktop,Premium,0
1335,63,Female,USA,53.83049487037445,31,13,0,3,153.5714899742901,38,Mobile,Premium,0
1336,21,Male,Ghana,51.47498065989639,28,17,8,3,121.15163331777576,18,Mobile,Premium,0
1337,43,Female,Canada,29.275272854510824,43,8,4,2,188.609560382472,20,Mobile,Premium,0
1338,46,Female,USA,31.867131568332198,48,4,3,1,131.08493465861906,46,Mobile,Premium,0
1339,62,Female,Ghana,43.68731474208643,39,3,0,2,126.06948304638932,5,Desktop,Premium,0
1340,51,Male,Canada,29.1016527286987,30,11,2,0,221.2006522425857,43,Mobile,Basic,1
1341,40,Female,Ghana,21.959114827464823,35,12,3,4,265.9598711481509,59,Desktop,Premium,0
1342,54,Female,Germany,38.88931906235262,48,9,4,4,221.9244604904092,9,Desktop,Premium,0
1343,28,Male,Germany,34.64412842435296,20,15,9,4,108.29543456044459,29,Desktop,Basic,0
1344,23,Male,Ghana,21.926551879841877,16,13,4,3,146.4631423911132,17,Mobile,Basic,0
1345,35,Female,Canada,32.79164170249759,34,5,9,4,225.68621183211428,12,Desktop,Premium,0
1346,38,Female,USA,28.399394813917215,14,5,7,3,252.5922769582919,57,Desktop,Basic,0
1347,59,Female,UK,26.149043086576334,26,19,2,0,183.35859269130415,26,Mobile,Premium,0
1348,53,Female,USA,22.14160371666158,20,11,6,2,128.5349414410864,33,Desktop,Premium,0
1349,58,Male,UK,31.214031116225488,42,9,5,2,261.9537122884391,33,Desktop,Basic,0
1350,55,Female,UK,27.341426331105126,24,3,9,2,344.99778317762866,36,Mobile,Basic,0
1351,51,Male,Canada,32.84706576758729,43,18,9,3,289.90454086440786,29,Mobile,Basic,0
1352,34,Male,Ghana,38.19837622064976,18,13,9,1,358.753209458991,22,Mobile,Premium,0
1353,54,Female,USA,32.315663694308974,43,12,5,1,150.28909785628764,18,Mobile,Premium,0
1354,42,Female,Ghana,32.48684599376326,9,9,9,0,282.51182415358994,17,Mobile,Basic,0
1355,55,Male,Germany,24.588229318325233,19,10,8,1,303.0716394575559,44,Mobile,Premium,0
1356,29,Male,Canada,41.74356014514868,20,13,6,0,161.0301095416908,52,Mobile,Premium,1
1357,40,Female,Canada,21.51470679021233,42,13,6,4,133.94936485981637,24,Desktop,Basic,0
1358,59,Male,Germany,13.880079981918712,30,9,0,2,123.11144724594068,22,Mobile,Basic,0
1359,39,Female,USA,19.29016519395913,26,10,0,3,192.71940856903663,44,Mobile,Premium,0
1360,38,Female,Germany,40.34263911432872,31,19,8,0,79.54449022650033,5,Desktop,Premium,0
1361,44,Male,USA,34.58897820198274,35,6,8,3,335.1570318398993,1,Desktop,Basic,0
1362,48,Male,UK,43.11942622932057,3,7,9,3,97.29804349944074,19,Mobile,Basic,0
1363,23,Female,Canada,16.769484748333642,40,15,2,2,233.74586289393997,30,Desktop,Basic,0
1364,44,Male,USA,53.20218220267479,29,19,7,4,18.952436752874178,39,Mobile,Basic,0
1365,57,Female,Ghana,27.163158147596466,6,14,8,4,363.6206900057768,15,Desktop,Basic,0
1366,51,Female,Ghana,12.396565315586084,1,16,0,1,299.95498245968565,46,Mobile,Premium,0
1367,29,Female,Canada,51.957831669756516,24,14,2,4,72.49636878484952,58,Desktop,Basic,0
1368,62,Male,Germany,16.89897738460663,38,2,5,2,224.40365490924373,35,Mobile,Premium,0
1369,24,Female,Germany,26.02104286482787,34,9,3,3,180.67567196371357,5,Desktop,Premium,0
1370,27,Female,USA,27.94247759560334,7,3,7,0,212.40174937122018,6,Desktop,Premium,0
1371,62,Female,Germany,34.44083142500328,11,6,8,0,250.8253256857503,25,Desktop,Premium,0
1372,34,Female,Canada,22.08696524066636,11,5,6,4,135.95375625177343,11,Desktop,Basic,0
1373,43,Female,USA,40.393132287757766,36,14,0,1,195.71084676101077,51,Mobile,Premium,0
1374,38,Female,UK,37.53636169510743,20,15,1,0,55.239421939648594,22,Mobile,Premium,0
1375,45,Female,Germany,30.19066819780466,16,18,0,1,206.65482819758233,59,Desktop,Basic,0
1376,63,Female,Germany,43.24329434461497,5,17,8,0,35.27653794016814,34,Desktop,Premium,1
1377,19,Female,USA,29.321432791619284,24,9,3,1,304.4635814188191,57,Desktop,Basic,0
1378,60,Female,Ghana,27.24354146491293,30,19,9,1,82.81409113830739,44,Desktop,Basic,0
1379,18,Female,Germany,49.98102766658832,30,9,7,3,223.54553992282928,57,Mobile,Basic,0
1380,53,Male,Canada,32.95736042289888,39,16,4,2,266.2902896909489,55,Mobile,Premium,0
1381,43,Female,Germany,20.143486172073313,48,6,4,0,349.132008856959,14,Mobile,Premium,0
1382,46,Female,UK,21.497307198031933,47,8,4,4,341.86771782166045,59,Mobile,Premium,0
1383,38,Female,Germany,30.189581406527516,37,3,4,2,311.5122019187112,9,Mobile,Premium,0
1384,28,Male,Ghana,6.020017241376337,33,5,2,3,198.7168430876675,20,Mobile,Premium,0
1385,57,Female,Germany,23.670105347849116,20,7,5,3,289.25238973334626,16,Desktop,Basic,0
1386,28,Male,USA,28.996060115331186,22,1,0,3,222.07617668274378,58,Desktop,Basic,0
1387,53,Female,Germany,28.328024796822838,41,4,7,4,228.89535621060736,17,Desktop,Premium,0
1388,56,Female,Ghana,17.42556752256689,21,16,3,0,150.3826027838636,17,Mobile,Premium,0
1389,57,Male,USA,25.51484208560135,37,14,5,0,339.31961781581265,34,Mobile,Premium,1
1390,52,Female,Canada,41.79803897165385,27,1,1,1,135.77039786053112,42,Mobile,Premium,0
1391,51,Male,USA,39.731488303428875,38,4,1,1,114.36760057688338,11,Mobile,Basic,0
1392,64,Male,UK,30.956163947290243,35,10,7,1,232.61165244471056,35,Desktop,Premium,0
1393,41,Female,USA,29.310900236090088,38,11,0,4,56.635338017369634,34,Desktop,Premium,0
1394,39,Female,Canada,28.383732515381045,40,7,7,2,209.40477555597923,36,Mobile,Premium,0
1395,22,Female,Germany,32.36310062594923,6,4,9,0,330.77054679276694,8,Mobile,Premium,0
1396,50,Female,USA,31.0256884467451,32,1,9,1,233.20693262835505,19,Mobile,Premium,0
1397,53,Male,USA,33.241409708710265,16,1,0,4,202.5295396243415,52,Mobile,Basic,0
1398,64,Male,USA,35.017941749388555,28,17,8,4,132.80072505411687,50,Desktop,Basic,0
1399,37,Female,USA,17.888925108127992,16,10,0,1,79.81814703475159,33,Desktop,Basic,0
1400,36,Male,Canada,26.897313083852996,27,5,3,3,269.0846596579604,56,Mobile,Premium,0
1401,52,Male,Ghana,31.97912409896198,3,7,8,3,202.2392236645658,23,Desktop,Premium,0
1402,60,Female,Ghana,20.341649232764574,49,8,0,3,249.96231280549242,58,Mobile,Basic,0
1403,34,Male,USA,23.261786456406185,21,2,8,1,24.62688607994906,2,Mobile,Basic,0
1404,62,Male,Canada,27.821032923814304,38,9,7,4,258.55939452876527,8,Desktop,Premium,0
1405,60,Female,Canada,28.311653417634517,38,4,4,4,358.86236394984536,29,Desktop,Premium,0
1406,51,Male,USA,32.16602786891314,30,12,5,0,307.3044699873829,42,Desktop,Basic,1
1407,26,Female,UK,21.51969237042045,22,11,4,3,223.7327461212842,51,Desktop,Basic,0
1408,43,Male,USA,39.680204548947344,19,5,3,1,116.44219692968896,7,Desktop,Basic,0
1409,19,Female,UK,28.22924109491173,31,12,9,0,209.7437312335097,49,Mobile,Basic,1
1410,26,Male,USA,31.451977016054002,20,4,3,4,212.32704264044133,29,Mobile,Premium,0
1411,26,Male,UK,26.30167558318778,47,13,9,0,160.35107214181835,31,Mobile,Basic,1
1412,57,Female,UK,32.35650750192513,19,1,7,3,166.45973892456584,30,Mobile,Basic,0
1413,34,Female,USA,46.7122115944063,2,18,7,2,367.8852723647394,35,Mobile,Premium,0
1414,18,Female,UK,26.208811573870733,40,4,8,3,122.74219274743741,25,Desktop,Basic,0
1415,42,Female,Germany,24.55503645580313,39,4,2,3,165.68993293890117,47,Mobile,Premium,0
1416,60,Male,Ghana,21.698444450223178,27,8,9,1,244.8886198987438,4,Desktop,Basic,0
1417,57,Male,Canada,29.40378150316871,8,6,7,2,374.4727055494779,49,Desktop,Basic,0
1418,59,Male,UK,29.287963197302847,45,4,2,2,175.91644036457154,43,Mobile,Premium,0
1419,42,Female,UK,30.51443014598182,27,4,1,2,56.091248898650576,38,Mobile,Basic,0
1420,56,Male,Canada,34.68255879736316,15,11,1,4,29.07336919966528,17,Mobile,Premium,0
1421,52,Male,UK,33.42168107047406,12,9,8,0,401.60863270577346,10,Desktop,Premium,0
1422,20,Female,Canada,29.77478518467293,47,14,3,4,47.252563883815895,1,Mobile,Basic,0
1423,54,Female,USA,49.538015680389115,14,4,4,2,206.07817671046817,18,Desktop,Premium,0
1424,61,Male,Germany,36.90680284092072,7,13,1,1,78.99268267743837,46,Mobile,Premium,0
1425,61,Female,Germany,19.107400571593384,17,6,8,3,136.90192391215805,19,Mobile,Premium,0
1426,47,Male,Ghana,14.547980142377398,26,13,6,3,148.13956270364258,50,Mobile,Basic,0
1427,55,Male,UK,23.04350874465583,37,3,2,4,43.57717724708783,56,Desktop,Premium,0
1428,51,Female,Ghana,31.526583800501278,20,7,5,4,297.5225337465406,32,Desktop,Basic,0
1429,29,Male,USA,22.205003440322155,10,1,6,1,234.46064041140232,54,Desktop,Premium,0
1430,36,Female,Germany,23.723727551934477,19,11,5,3,165.83622157345218,31,Mobile,Premium,0
1431,54,Female,USA,30.260670385764843,18,2,9,4,154.0120603941582,33,Mobile,Premium,0
1432,61,Male,USA,26.580273411137227,30,5,9,0,287.07943625952805,22,Desktop,Premium,0
1433,34,Male,UK,9.522992575315431,30,14,5,4,207.19891517815407,1,Mobile,Premium,0
1434,27,Male,USA,40.77176528492387,25,13,7,4,366.85367624195055,41,Desktop,Premium,0
1435,64,Female,Germany,38.44956890906831,24,16,7,2,164.19012275789692,46,Mobile,Basic,0
1436,29,Male,Ghana,17.148791416869678,10,15,4,0,234.04632924631693,35,Desktop,Basic,1
1437,33,Female,Germany,30.56891099657872,2,3,3,0,101.4872973728558,44,Mobile,Basic,1
1438,41,Female,UK,18.83448469713311,38,6,4,1,165.3401520209587,49,Desktop,Premium,0
1439,36,Male,Germany,23.912034201450254,32,9,8,2,283.0007241950062,17,Mobile,Basic,0
1440,25,Female,Canada,34.861529508553524,35,3,9,0,294.3055178545647,34,Desktop,Premium,1
1441,48,Male,Ghana,38.100471174000525,37,13,5,2,347.3050422173882,29,Desktop,Basic,0
1442,38,Male,Canada,37.86642939146165,7,13,2,2,235.60481487462076,6,Desktop,Premium,0
1443,34,Male,Canada,32.44839204099953,7,7,2,3,298.8608705551245,1,Mobile,Basic,0
1444,40,Male,UK,42.75205736432445,27,5,0,0,249.91098650044586,55,Desktop,Basic,1
1445,54,Male,USA,23.89438300570618,10,8,4,3,166.95782674218728,27,Mobile,Basic,0
1446,33,Male,Canada,26.11370836310702,33,8,5,4,78.87343766111273,12,Desktop,Basic,0
1447,23,Male,Germany,4.053721167546577,43,7,7,4,181.48289339848372,4,Desktop,Premium,0
1448,25,Female,USA,29.069434821683114,7,19,8,3,108.37671838320512,55,Desktop,Premium,0
1449,42,Male,Germany,35.79693464036569,6,7,6,4,284.36752514302555,16,Desktop,Premium,0
1450,35,Female,Germany,32.85259612008902,6,4,0,3,288.9081493594649,52,Mobile,Basic,0
1451,42,Female,USA,23.759796467566503,13,10,6,1,118.75795722996506,11,Mobile,Premium,0
1452,29,Female,USA,38.44525606314535,48,13,9,2,288.9716548349236,52,Desktop,Premium,0
1453,32,Male,Germany,29.261692476204736,13,4,8,1,105.57561946902172,20,Mobile,Basic,0
1454,43,Female,UK,37.66426712008701,2,19,3,0,315.5702757304392,26,Mobile,Basic,0
1455,58,Female,Ghana,34.861496851062626,19,10,6,1,187.0669252384933,28,Desktop,Basic,0
1456,62,Male,Ghana,44.245089589030286,19,7,8,1,236.70124169359426,42,Mobile,Basic,0
1457,43,Male,UK,33.39363362566204,38,5,0,4,315.9487177346779,8,Mobile,Premium,0
1458,64,Female,USA,36.09942672934282,2,3,9,3,247.75149628012832,2,Mobile,Basic,0
1459,49,Male,Germany,29.232829112948966,26,2,8,0,189.31282664797087,40,Mobile,Premium,1
1460,27,Male,Ghana,24.971098499210054,6,11,3,4,269.97339978216826,26,Mobile,Basic,0
1461,33,Male,Germany,34.907322075603645,20,10,7,0,122.6031102718656,27,Desktop,Basic,0
1462,24,Male,UK,45.02730697539709,23,13,2,2,45.68047575873359,33,Mobile,Basic,0
1463,34,Female,Germany,23.84119352077019,15,7,1,3,291.6822171447393,55,Mobile,Basic,0
1464,40,Male,UK,27.518636712124124,6,10,7,4,94.98805957678336,7,Desktop,Premium,0
1465,43,Male,USA,30.266504352176746,28,4,7,1,273.7480296343064,54,Desktop,Basic,0
1466,38,Male,UK,36.84896309941714,35,16,2,2,211.2986209976693,46,Desktop,Basic,0
1467,39,Female,UK,33.45457982888162,11,6,7,1,198.8402214193582,36,Mobile,Premium,0
1468,24,Female,Ghana,39.130631564333996,8,9,5,0,124.39940668415679,21,Desktop,Basic,0
1469,31,Male,Germany,49.739094756411454,49,13,9,2,163.9770522319061,49,Mobile,Premium,0
1470,32,Male,Ghana,23.610986900138037,24,7,8,4,201.0883258656683,34,Desktop,Premium,0
1471,24,Female,Canada,36.097289781453895,21,18,9,1,215.88584093393973,58,Desktop,Premium,0
1472,26,Male,UK,33.2063977818717,49,14,5,1,127.75612986112708,23,Mobile,Basic,0
1473,25,Male,Canada,30.190402174279498,36,5,7,0,259.4897665419011,34,Desktop,Premium,1
1474,40,Female,Ghana,36.06085223676783,7,13,1,0,264.5739745850077,40,Desktop,Basic,1
1475,46,Male,Germany,27.331969796015876,5,8,0,3,238.71090389190528,7,Desktop,Premium,0
1476,35,Male,Ghana,33.230457316469874,29,15,9,3,164.90559131097766,26,Mobile,Premium,0
1477,48,Female,Germany,16.94707570286051,16,19,9,0,268.75715322012206,40,Desktop,Basic,1
1478,47,Female,Germany,24.611847218941772,6,9,1,3,249.68475282458883,52,Mobile,Premium,0
1479,56,Male,USA,40.47520814109763,14,6,3,1,43.66939405655393,49,Mobile,Basic,0
1480,52,Female,UK,40.09082982604421,2,14,9,0,216.90536235404352,55,Desktop,Premium,1
1481,35,Male,Ghana,32.594332967181856,25,10,8,2,354.65251952056644,17,Desktop,Basic,0
1482,59,Male,Germany,25.469502456102543,31,9,6,0,277.7540074930849,31,Desktop,Basic,1
1483,56,Male,Ghana,38.25265829684943,13,17,8,4,292.2763712703529,39,Desktop,Premium,0
1484,34,Female,Ghana,42.36487381496637,18,13,8,4,143.9102230616734,25,Desktop,Premium,0
1485,31,Female,Germany,25.876331301089873,17,17,8,0,210.05129889180157,37,Desktop,Basic,1
1486,48,Male,Canada,15.449803133481844,45,19,7,2,185.34911203862046,15,Mobile,Premium,0
1487,41,Male,UK,34.4913492545402,28,13,5,0,199.82118799108264,2,Desktop,Basic,0
1488,52,Female,UK,39.137682774074435,12,9,9,2,158.85605537245922,11,Desktop,Premium,0
1489,61,Female,USA,35.87483526338077,35,1,6,1,101.17682612873315,32,Mobile,Basic,0
1490,62,Female,USA,45.6507919722994,22,1,1,1,205.14672326528986,30,Desktop,Basic,0
1491,51,Male,USA,45.69300665528144,39,5,0,2,137.54899020501924,17,Mobile,Premium,0
1492,20,Female,UK,26.946027033531664,1,8,4,3,246.88189952441087,24,Mobile,Basic,0
1493,54,Female,Canada,31.989943855771195,37,18,7,1,197.54499044927192,45,Mobile,Basic,0
1494,60,Male,UK,25.03465157986956,21,4,2,4,45.82436501932327,4,Desktop,Premium,0
1495,57,Male,UK,19.77936303392676,1,1,6,0,310.54634904342686,56,Mobile,Premium,1
1496,43,Male,UK,20.365606951980098,4,15,4,3,234.82563042824034,50,Desktop,Basic,0
1497,40,Female,UK,37.170213532630434,32,4,9,4,163.36294173136298,46,Mobile,Premium,0
1498,61,Male,Canada,33.02887520686443,1,9,7,0,173.08908348782026,32,Mobile,Basic,1
1499,56,Male,USA,38.899608405008394,13,10,5,4,101.75037279406473,19,Mobile,Basic,0
1500,32,Male,Ghana,55.31621409966459,46,15,5,3,195.00657206733015,3,Desktop,Premium,0
1501,21,Male,USA,34.998676032413975,47,3,6,2,254.49441066823618,4,Desktop,Premium,0
1502,46,Female,USA,22.120794208996024,17,2,6,0,339.59339702197707,25,Mobile,Premium,0
1503,39,Male,Ghana,40.35126820674959,12,5,3,4,192.90609730697196,9,Desktop,Basic,0
1504,42,Female,UK,21.93487707658891,7,1,9,4,203.9178618558418,21,Mobile,Premium,0
1505,30,Female,Canada,47.48336884784743,3,11,9,3,295.40159840319365,23,Mobile,Basic,0
1506,35,Female,Canada,10.285508413279892,26,12,9,3,107.29483799300627,46,Desktop,Premium,0
1507,50,Male,USA,24.534510496642365,31,3,7,3,211.64929110121417,29,Mobile,Basic,0
1508,33,Female,Ghana,36.2213827311098,36,16,5,2,139.4997215098402,30,Mobile,Basic,0
1509,62,Male,Germany,41.77520993824544,26,14,7,1,210.49297609673496,25,Desktop,Premium,0
1510,59,Male,UK,23.230168737098175,3,12,6,4,274.93977915525375,49,Mobile,Basic,0
1511,61,Male,USA,21.417420321466764,44,16,0,2,67.82662772615342,29,Mobile,Basic,0
1512,19,Female,Canada,31.483671916363775,28,8,3,4,288.8929979389295,34,Desktop,Basic,0
1513,52,Male,Ghana,49.089938502323854,44,17,6,2,228.77453552634898,14,Mobile,Premium,0
1514,59,Male,Ghana,14.616223666681869,17,17,8,0,211.1927024461971,22,Mobile,Basic,0
1515,51,Male,USA,26.858799028275335,38,7,1,1,307.67997317792185,48,Desktop,Premium,0
1516,47,Female,Germany,32.60185019725786,47,15,4,4,136.74663997443048,51,Mobile,Basic,0
1517,30,Female,Canada,22.040506367588,30,9,8,3,92.8154039471726,16,Desktop,Basic,0
1518,30,Female,USA,22.006137822900712,2,4,8,1,118.04594979761787,11,Desktop,Premium,0
1519,35,Male,Germany,27.66608385391548,8,8,5,4,242.61651234816597,59,Desktop,Basic,0
1520,49,Female,Ghana,32.927098260494745,14,10,6,0,160.40296731853743,14,Desktop,Basic,0
1521,49,Male,UK,28.049383535033378,37,15,8,4,130.11717662025313,7,Mobile,Basic,0
1522,52,Male,Canada,44.65565652365965,35,18,9,4,121.8117812934648,5,Desktop,Premium,0
1523,56,Female,Canada,35.9260377840175,42,14,7,4,213.98059687055508,58,Mobile,Premium,0
1524,63,Male,Germany,33.83164023215072,39,5,9,1,197.796864165815,40,Mobile,Premium,0
1525,46,Female,USA,40.276536193083714,11,9,5,4,86.49664037691066,29,Desktop,Basic,0
1526,46,Male,Ghana,34.00802891414923,15,13,5,3,89.16643731190355,17,Desktop,Premium,0
1527,61,Female,Germany,25.568133726985323,2,19,6,2,157.8497955232386,30,Desktop,Basic,0
1528,33,Male,UK,27.368475469056175,37,11,6,3,273.44743353741796,25,Mobile,Basic,0
1529,61,Male,UK,18.705637863885798,43,12,1,0,165.92854063080762,14,Mobile,Basic,0
1530,64,Male,UK,50.04878186541077,32,3,8,1,81.88141562430067,59,Mobile,Premium,0
1531,27,Male,Germany,39.307239697340634,40,2,3,2,193.07045134920799,42,Desktop,Premium,0
1532,47,Male,Ghana,4.404182468495044,13,15,9,1,203.04396049751287,22,Mobile,Premium,0
1533,42,Female,Canada,43.331284326429916,43,5,8,1,81.19554606489152,44,Desktop,Basic,0
1534,56,Male,USA,15.34067359559386,17,7,9,4,102.57664476926259,5,Desktop,Premium,0
